지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2024-11-30,7.4,3,722,12.5,1445,.5,,,,,.1,7,200,1440,3.9,230,1458,.9,787,2.8,45,1502,75.1,7.5,1008.9,1019.5,1038,1015.6,1539,1017.5,10,8.2,1200,2.13,12.2,,,,,,1.4,.6,6.7,-1.2,,,,,,,,,,1.6,2.2,,
156,2024-12-01,8,3.3,531,14.1,1423,1.97,,,,,.2,4.7,140,1750,2.6,110,1753,.5,438,4.7,55,1359,81,8.6,1008.4,1019,1019,1014.7,1600,1016.9,10,3.3,1200,1.69,7.91,,,,,,4.6,2,7.4,-.9,,,,,,,,,,.9,1.4,,
156,2024-12-02,9.9,4.6,656,17.7,1400,,,,,,,7.4,200,1551,4.8,230,1455,1.1,946,5.8,49,1454,77.6,9.2,1009.4,1021.2,2324,1016.1,1442,1017.9,10,7.9,1200,1.97,11.34,,,,,,2.4,2.4,8.3,.1,,,,,,,,,,1.7,2.4,,
156,2024-12-03,5.1,1.6,2357,9.4,1344,,,,,,,5.7,290,1414,3.3,340,2237,1.4,1187,-4.4,22,1521,53.1,4.6,1014.8,1025.6,2308,1021.1,22,1023.6,9.9,6.5,1100,2.15,11.44,,,,,,4.6,.6,5.1,-2.5,,,,,,,,,,1.8,2.5,,
156,2024-12-04,4.3,.8,421,9.3,1428,.08,,,,,0,6.7,360,1515,2.7,340,1523,.7,588,-3.4,41,15,57.8,4.8,1013.9,1025.7,5,1020.8,1438,1022.7,9.9,4.2,1300,1.9,7.74,,,,,,6.6,4.8,4.8,-4.2,,,,,,,,,,1.1,1.6,,
156,2024-12-05,7.1,3.2,740,11.5,1201,,,,,,,7.6,320,1201,3.7,230,1150,1.4,1249,-.5,40,1259,59.3,5.9,1010.6,1021.1,32,1017.9,1428,1019.2,9.9,5.6,1100,2.08,9.14,,,,,,3.5,3.5,3.7,-3,,,,,,,,,,1.5,2.1,,
156,2024-12-06,6.4,3.5,2357,9.6,1117,1.45,,,,,.3,6.1,340,1421,2.8,340,1620,1,860,.2,52,1531,64.9,6.3,1012.8,1024.4,2327,1019.3,123,1021.5,9.9,4.8,1000,1.54,7.4,,,,,,5.4,5,5.1,-2.8,,,,,,,,,,1,1.4,,
156,2024-12-07,2.5,.5,759,4.1,1114,7.92,,,,,1.7,4.2,360,2256,2.4,360,2302,.8,717,-.7,66,29,80.1,5.9,1016.1,1026.1,927,1023.6,1524,1025,9.9,1.5,900,.82,4.53,,,,,,6.3,4.8,2.9,-4.8,,,,,,,,,,.5,.8,,
156,2024-12-08,2.3,.3,331,6.4,1314,1.67,,,,,.3,8.8,360,1321,4.4,340,1325,1.5,1274,-2.5,48,1546,71.8,5.1,1018.1,1028.4,1029,1025.3,136,1027,9.9,6.6,1300,1.95,10.86,.2,230,.2,230,.2,3.1,3.1,3.3,-4.5,,,,,,,,,,1.2,1.7,,
156,2024-12-09,4.3,.1,43,8.1,1518,,,,,,,4.8,340,1528,2.2,360,1035,.8,670,-2.1,50,1528,63.1,5.2,1016.5,1027.4,752,1023.5,1840,1025.3,9.9,2.3,1000,1.45,7.2,,,,,,7.3,7.3,4.3,-4.9,,,,,,,,,,.9,1.3,,
156,2024-12-10,5.1,2.2,2337,9.6,1348,,,,,,,6.5,20,1058,3.4,360,1352,1.2,1031,-1.4,39,1423,64.8,5.6,1015.2,1025.7,932,1022.3,1615,1023.9,9.9,8.9,1200,2.05,12,,,,,,3.4,2.3,4.6,-3.2,,,,,,,,,,1.7,2.4,,
156,2024-12-11,5.3,2.5,12,10.2,1518,,,,,,,4.3,360,2310,2.5,20,336,1.1,939,-2.5,33,1607,58.1,5.1,1013.9,1025,2331,1020,1526,1022.7,9.8,5.9,1200,1.65,9.02,,,,,,4.8,4,4.6,-3.1,,,,,,,,,,1.2,1.8,,
156,2024-12-12,3.5,-.1,744,8,1325,,,,,,,5.9,270,1406,2.5,340,1500,1.2,1011,-5.1,26,1414,54.8,4.2,1016.4,1027,943,1023.3,1548,1025.2,9.8,7.9,1100,1.96,11.97,,,,,,2.5,0,2.8,-6.6,,,,,,,,,,1.7,2.4,,
156,2024-12-13,2.6,.3,1847,7.3,1141,3.58,,,,,1.2,8.3,20,1613,3.8,20,1734,1.4,1239,-3.9,40,1212,64,4.7,1014,1025.5,2328,1019.4,1456,1022.8,9.8,2.4,1100,1.78,6.2,,,,,,5.8,4.1,2.2,-4.3,,,,,,,,,,.8,1.2,,
156,2024-12-14,1.9,-.6,514,4.5,1456,6.42,,,,,.1,6.5,340,1332,2.8,340,1316,.7,624,-1.5,64,1544,78.9,5.5,1017.4,1028.9,1022,1025,1639,1026.3,9.8,2.8,1100,1.55,7.06,1,136,1,136,1,6.9,6.1,2.9,-6.1,,,,,,,,,,.7,1,,
156,2024-12-15,4.3,.6,311,6.9,1620,3.65,,,,,1.5,8.3,230,1216,4.4,230,1218,1.3,1161,-.8,56,1233,70.8,5.8,1014.3,1025.6,1,1021.7,1731,1023.1,9.8,.8,1100,.66,3.49,,,,,,7.3,7.3,3,-3,,,,,,,,,,.8,1.1,,
156,2024-12-16,4.8,1.4,434,8.1,1423,,,,,,,4.8,360,409,2.7,360,406,1.1,972,-2,50,1150,61.9,5.3,1014.4,1024.7,1018,1021.8,1422,1023.2,9.8,4.3,1100,1.94,9.04,,,,,,6.8,6.8,4.5,-1.9,,,,,,,,,,1.1,1.6,,
156,2024-12-17,4.3,.8,735,8.9,1348,,,,,,,5.8,270,1447,2.6,20,443,1.5,1312,-2.9,36,1216,61.8,5,1016.4,1026.8,1022,1023.6,42,1025.2,9.8,8.3,1200,1.96,11.84,,,,,,4.4,3.6,3.6,-3.7,,,,,,,,,,1.6,2.3,,
156,2024-12-18,.8,-1.9,2356,3.7,1205,6.13,,,,,0,6.3,230,1419,3.8,20,2330,1.8,1560,-4.5,56,1210,67.5,4.4,1017.7,1029.2,2303,1024.8,1259,1026.6,9.8,,,,,,,,,,5.9,5.9,2.6,-5.3,,,,,,,,,,,,,
156,2024-12-19,.3,-4.6,721,6.5,1524,,,,,,,7.9,20,1,4,20,10,1.3,1160,-8.5,32,1525,53,3.2,1020.5,1032.5,932,1027.1,1716,1029.5,9.8,7.6,1200,2.09,11.83,,,,,,1.9,0,1,-9.3,,,,,,,,,,1.4,2,,
156,2024-12-20,2.3,-2.3,441,6.9,1448,,,,,,,5.4,360,1348,3.2,360,1352,.5,456,-3.4,50,1138,66.3,4.8,1015,1028.3,1,1020.5,2339,1023.8,9.8,3.8,1000,1.54,7.33,,,,,,7.6,3.5,1.9,-7,,,,,,,,,,.8,1.1,,
156,2024-12-21,2.5,.8,2125,5.2,1255,16.7,,,,,.6,9.8,270,1312,4.2,250,1455,1.7,1427,-1.6,48,1335,74.3,5.5,1012.3,1024.2,2256,1018.9,345,1021.2,9.8,2.9,1200,1.4,7.15,,,,,,9.3,8.3,3.2,.2,,,,,,,,,,1,1.5,,
156,2024-12-22,.3,-1.7,713,3.5,1308,,,,,,,9.5,340,46,4.1,340,145,2.1,1850,-7.3,40,1441,57,3.5,1019.1,1030.5,1016,1023.8,16,1028,9.8,8.9,1200,2.15,12.86,,,,,,2.8,2.8,1.9,-6.8,,,,,,,,,,1.5,2.2,,
156,2024-12-23,2.6,-3.1,550,8.5,1340,1.33,,,,,0,5.3,250,1344,2.3,360,1,1,861,-3.1,49,1308,66.6,4.9,1018.9,1029.4,234,1026.1,1552,1027.7,9.8,7.5,1200,2.05,10.78,,,,,,5.1,3.9,1.7,-8,,,,,,,,,,1.3,1.8,,
156,2024-12-24,3.7,.4,746,8.2,1411,,,,,,,4.8,250,1244,2.6,360,624,1.2,1013,-2.6,44,1511,64.1,5,1019.7,1030,959,1026.8,1449,1028.6,9.8,7.4,1200,2.09,11.68,,,,,,3.6,1.9,3.1,-5.5,,,,,,,,,,1.4,2,,
156,2024-12-25,3.5,-.5,730,7.7,1508,,,,,,,5.6,250,1558,3.1,200,1605,.7,628,-1.1,58,1356,72.6,5.7,1018.1,1029.6,332,1024.5,1351,1026.9,9.8,2.8,1000,1.5,8.02,,,,,,6.5,4,2.7,-4.6,,,,,,,,,,.9,1.3,,
156,2024-12-26,3.6,1.9,740,8.1,1147,.68,,,,,0,8.7,250,1327,4,340,1347,1.5,1296,-2.2,46,1151,67.8,5.3,1017.1,1028.1,2315,1024.1,1403,1025.9,9.8,5.7,1300,1.94,9.49,,,,,,5.6,5,2.8,-3.7,,,,,,,,,,1.4,2,,
156,2024-12-27,2,.2,856,4.3,1238,3.3,,,,,.7,12.3,200,2306,5.6,230,2310,1.8,1571,-3.6,50,1241,66.8,4.7,1017.8,1029.9,955,1024.3,2232,1026.7,9.8,2.9,1200,1.83,7.99,.8,2400,.8,2400,.8,8.1,7,3.2,-1.1,,,,,,,,,,.9,1.3,,
156,2024-12-28,.3,-1.4,708,2,1250,11.67,,,,,3.2,6.1,270,6,2.4,250,1441,.9,771,-2.4,70,1252,82,5.1,1016.5,1027.2,1035,1023.7,420,1025.4,9.8,4.4,1200,1.94,6.86,7.4,655,8.2,655,7.4,8.5,8.3,2.3,-2.8,,,,,,,,,,.7,1,,
156,2024-12-29,3.5,-.6,757,7.9,1525,.33,,,,,0,5.7,180,1251,2.9,200,1303,.9,804,-1.5,45,1503,71.8,5.5,1017.8,1029,1116,1024.9,2342,1026.6,9.8,8,1200,2.08,11.87,.1,30,2,1,.1,2.4,2,3.4,-5.3,,,,,,,,,,1.2,1.8,,
156,2024-12-30,5.8,1.5,631,11.6,1510,,,,,,,7.1,230,1601,3.8,230,1602,.8,665,1.2,55,1552,72.9,6.7,1012.6,1025.2,1,1018.4,2328,1021.3,9.8,3.4,1400,1.38,6.74,,,,,,6.6,5.1,5.3,-2.9,,,,,,,,,,1.1,1.6,,
156,2024-12-31,4.1,.2,2248,6.5,1513,,,,,,,8.6,360,651,4.2,360,659,1.9,1603,-4.5,33,1141,54.9,4.5,1013.1,1024.4,2126,1017.9,129,1021.9,9.8,9.1,1200,2.17,12.99,,,,,,0,0,3.1,-6.2,,,,,,,,,,1.7,2.4,,
